entity,cycles,instructions,cache_misses,time_ns,original_data
830,83500,125250,125,41750,"./galois_tower_unification.pl,prolog_fact,184,"read_parquet_markov(File, markov_model(File)).""
831,83600,125400,125,41800,"./universal_godel_lattice.pl,prolog_fact,7,"monster_primes([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
832,83700,125550,125,41850,"./universal_godel_lattice.pl,prolog_fact,18,"product([], 1).""
833,83800,125700,125,41900,"./universal_godel_lattice.pl,prolog_fact,26,"entity_primes(tool(rust, _), [2]).""
834,83900,125850,125,41950,"./universal_godel_lattice.pl,prolog_fact,27,"entity_primes(tool(prolog, _), [71]).""
835,84000,126000,126,42000,"./universal_godel_lattice.pl,prolog_fact,28,"entity_primes(tool(lean4, _), [61]).""
836,84100,126150,126,42050,"./universal_godel_lattice.pl,prolog_fact,29,"entity_primes(tool(python, _), [67]).""
837,84200,126300,126,42100,"./universal_godel_lattice.pl,prolog_fact,30,"entity_primes(tool(nix, _), [23]).""
838,84300,126450,126,42150,"./universal_godel_lattice.pl,prolog_fact,31,"entity_primes(tool(shell, _), [31]).""
839,84400,126600,126,42200,"./universal_godel_lattice.pl,prolog_fact,148,"entity_type_path(_, unknown, '').""
840,84500,126750,126,42250,"./ingest_lean_json.pl,prolog_fact,121,"prime_lattice([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
841,84600,126900,126,42300,"./ingest_lean_json.pl,prolog_fact,123,"monster_prime(2). monster_prime(3). monster_prime(5). monster_prime(7).""
842,84700,127050,127,42350,"./ingest_lean_json.pl,prolog_fact,124,"monster_prime(11). monster_prime(13). monster_prime(17). monster_prime(19).""
843,84800,127200,127,42400,"./ingest_lean_json.pl,prolog_fact,125,"monster_prime(23). monster_prime(29). monster_prime(31). monster_prime(41).""
844,84900,127350,127,42450,"./ingest_lean_json.pl,prolog_fact,126,"monster_prime(47). monster_prime(59). monster_prime(71).""
845,85000,127500,127,42500,"./ingest_lean_json.pl,prolog_fact,128,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
846,85100,127650,127,42550,"./ingest_lean_json.pl,prolog_fact,129,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
847,85200,127800,127,42600,"./ingest_lean_json.pl,prolog_fact,130,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
848,85300,127950,127,42650,"./ingest_lean_json.pl,prolog_fact,131,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(37, '🔶').""
849,85400,128100,128,42700,"./ingest_lean_json.pl,prolog_fact,132,"emoji_prime(41, '🔷'). emoji_prime(43, '🔸'). emoji_prime(47, '🔹').""
850,85500,128250,128,42750,"./ingest_lean_json.pl,prolog_fact,133,"emoji_prime(53, '⭐'). emoji_prime(59, '✨'). emoji_prime(61, '💫').""
851,85600,128400,128,42800,"./ingest_lean_json.pl,prolog_fact,134,"emoji_prime(67, '🌟'). emoji_prime(71, '🍄').""
852,85700,128550,128,42850,"./parquet_macros.pl,prolog_fact,80,"audio_feature(File, RMS, ZC, Peak, Spectral, Primes) from_parquet 'generated/audio_features.parquet'.""
853,85800,128700,128,42900,"./reconstruct_compcert.pl,prolog_fact,44,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
854,85900,128850,128,42950,"./reconstruct_compcert.pl,prolog_fact,45,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
855,86000,129000,129,43000,"./reconstruct_compcert.pl,prolog_fact,46,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
856,86100,129150,129,43050,"./reconstruct_compcert.pl,prolog_fact,47,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
857,86200,129300,129,43100,"./reconstruct_compcert.pl,prolog_fact,48,"emoji_prime(71, '🍄').""
858,86300,129450,129,43150,"./horizontal_meme_transfer.pl,prolog_fact,64,"prolog_target('SWI-Prolog', swipl, '/nix/store/...').""
859,86400,129600,129,43200,"./horizontal_meme_transfer.pl,prolog_fact,65,"prolog_target('GNU Prolog', gprolog, '/nix/store/...').""
860,86500,129750,129,43250,"./horizontal_meme_transfer.pl,prolog_fact,66,"prolog_target('YAP', yap, '/nix/store/...').""
861,86600,129900,129,43300,"./horizontal_meme_transfer.pl,prolog_fact,67,"prolog_target('Scryer', scryer, '/nix/store/...').""
862,86700,130050,130,43350,"./horizontal_meme_transfer.pl,prolog_fact,68,"prolog_target('Trealla', trealla, '/nix/store/...').""
863,86800,130200,130,43400,"./horizontal_meme_transfer.pl,prolog_fact,69,"prolog_target('SICStus', sicstus, '/nix/store/...').""
864,86900,130350,130,43450,"./horizontal_meme_transfer.pl,prolog_fact,233,"transfer_record(""
865,87000,130500,130,43500,"./test_all_primes.pl,prolog_fact,13,"test_program(2, types, '""
866,87100,130650,130,43550,"./test_all_primes.pl,prolog_fact,23,"test_program(3, operators, '""
867,87200,130800,130,43600,"./test_all_primes.pl,prolog_fact,33,"test_program(5, variables, '""
868,87300,130950,130,43650,"./test_all_primes.pl,prolog_fact,44,"test_program(7, control, '""
869,87400,131100,131,43700,"./test_all_primes.pl,prolog_fact,56,"test_program(11, functions, '""
870,87500,131250,131,43750,"./test_all_primes.pl,prolog_fact,67,"test_program(13, pointers, '""
871,87600,131400,131,43800,"./test_all_primes.pl,prolog_fact,77,"test_program(17, structures, '""
872,87700,131550,131,43850,"./test_all_primes.pl,prolog_fact,91,"test_program(19, arrays, '""
873,87800,131700,131,43900,"./test_all_primes.pl,prolog_fact,100,"test_program(23, memory, '""
874,87900,131850,131,43950,"./test_all_primes.pl,prolog_fact,352,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
875,88000,132000,132,44000,"./test_all_primes.pl,prolog_fact,353,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
876,88100,132150,132,44050,"./test_all_primes.pl,prolog_fact,354,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
877,88200,132300,132,44100,"./label_source_with_traces.pl,prolog_fact,246,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
878,88300,132450,132,44150,"./label_source_with_traces.pl,prolog_fact,247,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
879,88400,132600,132,44200,"./label_source_with_traces.pl,prolog_fact,248,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
880,88500,132750,132,44250,"./label_source_with_traces.pl,prolog_fact,249,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
881,88600,132900,132,44300,"./label_source_with_traces.pl,prolog_fact,250,"emoji_prime(71, '🍄'). emoji_prime(_, '⚫').""
882,88700,133050,133,44350,"./zkprologml_fork.pl,prolog_fact,15,"nix_prolog('SWI-Prolog', 'swiProlog', '9.2.7').""
883,88800,133200,133,44400,"./zkprologml_fork.pl,prolog_fact,16,"nix_prolog('GNU Prolog', 'gprolog', '1.5.0').""
884,88900,133350,133,44450,"./zkprologml_fork.pl,prolog_fact,17,"nix_prolog('SICStus Prolog', 'sicstus', '4.8.0').""
885,89000,133500,133,44500,"./zkprologml_fork.pl,prolog_fact,18,"nix_prolog('YAP', 'yap', '6.3.4').""
886,89100,133650,133,44550,"./zkprologml_fork.pl,prolog_fact,19,"nix_prolog('Scryer Prolog', 'scryer-prolog', '0.9.0').""
887,89200,133800,133,44600,"./zkprologml_fork.pl,prolog_fact,20,"nix_prolog('Trealla Prolog', 'trealla', '2.0.0').""
888,89300,133950,133,44650,"./zkprologml_fork.pl,prolog_fact,182,"proof_data(~q).""
889,89400,134100,134,44700,"./syntax_lattice.pl,prolog_fact,9,"syntax_prime(int, 2).""
890,89500,134250,134,44750,"./syntax_lattice.pl,prolog_fact,10,"syntax_prime(bool, 3).""
891,89600,134400,134,44800,"./syntax_lattice.pl,prolog_fact,11,"syntax_prime(char, 5).""
892,89700,134550,134,44850,"./syntax_lattice.pl,prolog_fact,14,"syntax_prime(array, 7).""
893,89800,134700,134,44900,"./syntax_lattice.pl,prolog_fact,15,"syntax_prime(struct, 11).""
894,89900,134850,134,44950,"./syntax_lattice.pl,prolog_fact,16,"syntax_prime(enum, 13).""
895,90000,135000,135,45000,"./syntax_lattice.pl,prolog_fact,17,"syntax_prime(union, 17).""
896,90100,135150,135,45050,"./syntax_lattice.pl,prolog_fact,18,"syntax_prime(pointer, 19).""
897,90200,135300,135,45100,"./syntax_lattice.pl,prolog_fact,21,"syntax_prime(if, 23).""
898,90300,135450,135,45150,"./syntax_lattice.pl,prolog_fact,22,"syntax_prime(while, 29).""
899,90400,135600,135,45200,"./syntax_lattice.pl,prolog_fact,23,"syntax_prime(for, 31).""
900,90500,135750,135,45250,"./syntax_lattice.pl,prolog_fact,24,"syntax_prime(switch, 37).""
901,90600,135900,135,45300,"./syntax_lattice.pl,prolog_fact,25,"syntax_prime(match, 41).""
902,90700,136050,136,45350,"./syntax_lattice.pl,prolog_fact,28,"syntax_prime(closure, 43).""
903,90800,136200,136,45400,"./syntax_lattice.pl,prolog_fact,29,"syntax_prime(trait, 47).""
904,90900,136350,136,45450,"./syntax_lattice.pl,prolog_fact,30,"syntax_prime(generic, 53).""
905,91000,136500,136,45500,"./syntax_lattice.pl,prolog_fact,37,"c_enum(color, [red, green, blue]).""
906,91100,136650,136,45550,"./syntax_lattice.pl,prolog_fact,39,"c_enum_code(color, '""
907,91200,136800,136,45600,"./syntax_lattice.pl,prolog_fact,57,"scheme_enum(color, '""
908,91300,136950,136,45650,"./syntax_lattice.pl,prolog_fact,58,"(define (make-color n)""
909,91400,137100,137,45700,"./syntax_lattice.pl,prolog_fact,65,"(define (color-value c)""
910,91500,137250,137,45750,"./syntax_lattice.pl,prolog_fact,73,"prolog_enum(color, [""
911,91600,137400,137,45800,"./syntax_lattice.pl,prolog_fact,84,"c_struct(point, [x-int, y-int]).""
912,91700,137550,137,45850,"./syntax_lattice.pl,prolog_fact,86,"c_struct_code(point, '""
913,91800,137700,137,45900,"./syntax_lattice.pl,prolog_fact,103,"scheme_struct(point, '""
914,91900,137850,137,45950,"./syntax_lattice.pl,prolog_fact,104,"(define (make-point x y)""
915,92000,138000,138,46000,"./syntax_lattice.pl,prolog_fact,107,"(define (point-x p) (car p))""
916,92100,138150,138,46050,"./syntax_lattice.pl,prolog_fact,108,"(define (point-y p) (cadr p))""
917,92200,138300,138,46100,"./syntax_lattice.pl,prolog_fact,110,"(define (point-distance-sq p)""
918,92300,138450,138,46150,"./syntax_lattice.pl,prolog_fact,127,"control_if_c('""
919,92400,138600,138,46200,"./syntax_lattice.pl,prolog_fact,137,"control_if_scheme('""
920,92500,138750,138,46250,"./syntax_lattice.pl,prolog_fact,138,"(define (max a b)""
921,92600,138900,138,46300,"./syntax_lattice.pl,prolog_fact,146,"control_while_c('""
922,92700,139050,139,46350,"./syntax_lattice.pl,prolog_fact,158,"control_while_scheme('""
923,92800,139200,139,46400,"./syntax_lattice.pl,prolog_fact,159,"(define (sum-to-n n)""
924,92900,139350,139,46450,"./syntax_lattice.pl,prolog_fact,177,"control_for_c('""
925,93000,139500,139,46500,"./syntax_lattice.pl,prolog_fact,187,"control_for_scheme('""
926,93100,139650,139,46550,"./syntax_lattice.pl,prolog_fact,188,"(define (product-range start end)""
927,93200,139800,139,46600,"./syntax_lattice.pl,prolog_fact,206,"control_switch_c('""
928,93300,139950,139,46650,"./syntax_lattice.pl,prolog_fact,221,"control_switch_scheme('""
929,93400,140100,140,46700,"./syntax_lattice.pl,prolog_fact,222,"(define (day-name day)""
930,93500,140250,140,46750,"./syntax_lattice.pl,prolog_fact,234,"control_switch_prolog(day_name(0, "Monday")).""
931,93600,140400,140,46800,"./syntax_lattice.pl,prolog_fact,235,"control_switch_prolog(day_name(1, "Tuesday")).""
932,93700,140550,140,46850,"./syntax_lattice.pl,prolog_fact,236,"control_switch_prolog(day_name(2, "Wednesday")).""
933,93800,140700,140,46900,"./syntax_lattice.pl,prolog_fact,237,"control_switch_prolog(day_name(3, "Thursday")).""
934,93900,140850,140,46950,"./syntax_lattice.pl,prolog_fact,238,"control_switch_prolog(day_name(4, "Friday")).""
935,94000,141000,141,47000,"./syntax_lattice.pl,prolog_fact,239,"control_switch_prolog(day_name(5, "Saturday")).""
936,94100,141150,141,47050,"./syntax_lattice.pl,prolog_fact,240,"control_switch_prolog(day_name(6, "Sunday")).""
937,94200,141300,141,47100,"./syntax_lattice.pl,prolog_fact,241,"control_switch_prolog(day_name(_, "Unknown")).""
938,94300,141450,141,47150,"./syntax_lattice.pl,prolog_fact,336,"(* Syntax constructs *)""
939,94400,141600,141,47200,"./syntax_lattice.pl,prolog_fact,347,"(* Prime lattice mapping *)""
940,94500,141750,141,47250,"./syntax_lattice.pl,prolog_fact,360,"(* Enum example *)""
941,94600,141900,141,47300,"./syntax_lattice.pl,prolog_fact,366,"(* Struct example *)""
942,94700,142050,142,47350,"./syntax_lattice.pl,prolog_fact,375,"(* Theorem: All constructs map to primes *)""
943,94800,142200,142,47400,"./compiler_symphony.pl,prolog_fact,12,"compiler_signature(mes, [2,3,5,7,11]).      % Minimal: types, ops, vars, control, functions""
944,94900,142350,142,47450,"./compiler_symphony.pl,prolog_fact,13,"compiler_signature(gcc, [2,3,5,7,11,13,17,19,23,29,31]).  % Full C features""
945,95000,142500,142,47500,"./compiler_symphony.pl,prolog_fact,14,"compiler_signature(llvm, [2,3,5,7,11,13,17,19,23,29,31,37,41]).  % + optimization, machine""
946,95100,142650,142,47550,"./compiler_symphony.pl,prolog_fact,15,"compiler_signature(rustc, [2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53]).  % + safety, traits, generics""
947,95200,142800,142,47600,"./compiler_symphony.pl,prolog_fact,44,"which_binary(_, none).""
948,95300,142950,142,47650,"./compiler_symphony.pl,prolog_fact,63,"feature_prime(types, 2).""
949,95400,143100,143,47700,"./compiler_symphony.pl,prolog_fact,64,"feature_prime(operators, 3).""
950,95500,143250,143,47750,"./compiler_symphony.pl,prolog_fact,65,"feature_prime(variables, 5).""
951,95600,143400,143,47800,"./compiler_symphony.pl,prolog_fact,66,"feature_prime(control, 7).""
952,95700,143550,143,47850,"./compiler_symphony.pl,prolog_fact,67,"feature_prime(functions, 11).""
953,95800,143700,143,47900,"./compiler_symphony.pl,prolog_fact,68,"feature_prime(pointers, 13).""
954,95900,143850,143,47950,"./compiler_symphony.pl,prolog_fact,69,"feature_prime(structures, 17).""
955,96000,144000,144,48000,"./compiler_symphony.pl,prolog_fact,70,"feature_prime(arrays, 19).""
956,96100,144150,144,48050,"./compiler_symphony.pl,prolog_fact,71,"feature_prime(memory, 23).""
957,96200,144300,144,48100,"./compiler_symphony.pl,prolog_fact,72,"feature_prime(optimization, 29).""
958,96300,144450,144,48150,"./compiler_symphony.pl,prolog_fact,73,"feature_prime(output, 31).""
959,96400,144600,144,48200,"./compiler_symphony.pl,prolog_fact,74,"feature_prime(loops, 37).""
960,96500,144750,144,48250,"./compiler_symphony.pl,prolog_fact,75,"feature_prime(machine, 41).""
961,96600,144900,144,48300,"./compiler_symphony.pl,prolog_fact,76,"feature_prime(safety, 43).""
962,96700,145050,145,48350,"./compiler_symphony.pl,prolog_fact,77,"feature_prime(network, 47).""
963,96800,145200,145,48400,"./compiler_symphony.pl,prolog_fact,78,"feature_prime(generics, 53).""
964,96900,145350,145,48450,"./compiler_symphony.pl,prolog_fact,128,"prime_to_note(2, 'c,').""
965,97000,145500,145,48500,"./compiler_symphony.pl,prolog_fact,129,"prime_to_note(3, 'd,').""
966,97100,145650,145,48550,"./compiler_symphony.pl,prolog_fact,130,"prime_to_note(5, 'e,').""
967,97200,145800,145,48600,"./compiler_symphony.pl,prolog_fact,131,"prime_to_note(7, 'f,').""
968,97300,145950,145,48650,"./compiler_symphony.pl,prolog_fact,132,"prime_to_note(11, 'g,').""
969,97400,146100,146,48700,"./compiler_symphony.pl,prolog_fact,133,"prime_to_note(13, 'a,').""
970,97500,146250,146,48750,"./compiler_symphony.pl,prolog_fact,134,"prime_to_note(17, 'b,').""
971,97600,146400,146,48800,"./compiler_symphony.pl,prolog_fact,135,"prime_to_note(19, 'c').""
972,97700,146550,146,48850,"./compiler_symphony.pl,prolog_fact,136,"prime_to_note(23, 'd').""
973,97800,146700,146,48900,"./compiler_symphony.pl,prolog_fact,137,"prime_to_note(29, 'e').""
974,97900,146850,146,48950,"./compiler_symphony.pl,prolog_fact,138,"prime_to_note(31, 'f').""
975,98000,147000,147,49000,"./compiler_symphony.pl,prolog_fact,139,"prime_to_note(37, 'g').""
976,98100,147150,147,49050,"./compiler_symphony.pl,prolog_fact,140,"prime_to_note(41, 'a').""
977,98200,147300,147,49100,"./compiler_symphony.pl,prolog_fact,141,"prime_to_note(43, 'b').""
978,98300,147450,147,49150,"./compiler_symphony.pl,prolog_fact,142,"prime_to_note(47, 'c'').""
979,98400,147600,147,49200,"./compiler_symphony.pl,prolog_fact,143,"prime_to_note(53, 'd'').""
980,98500,147750,147,49250,"./compiler_symphony.pl,prolog_fact,144,"prime_to_note(59, 'e'').""
981,98600,147900,147,49300,"./compiler_symphony.pl,prolog_fact,145,"prime_to_note(61, 'f'').""
982,98700,148050,148,49350,"./compiler_symphony.pl,prolog_fact,146,"prime_to_note(67, 'g'').""
983,98800,148200,148,49400,"./compiler_symphony.pl,prolog_fact,147,"prime_to_note(71, 'a'').""
984,98900,148350,148,49450,"./compiler_symphony.pl,prolog_fact,148,"prime_to_note(_, 'c').""
985,99000,148500,148,49500,"./compiler_symphony.pl,prolog_fact,176,"prime_frequency(2, 130.81).   % C3""
986,99100,148650,148,49550,"./compiler_symphony.pl,prolog_fact,177,"prime_frequency(3, 146.83).   % D3""
987,99200,148800,148,49600,"./compiler_symphony.pl,prolog_fact,178,"prime_frequency(5, 164.81).   % E3""
988,99300,148950,148,49650,"./compiler_symphony.pl,prolog_fact,179,"prime_frequency(7, 174.61).   % F3""
989,99400,149100,149,49700,"./compiler_symphony.pl,prolog_fact,180,"prime_frequency(11, 196.00).  % G3""
990,99500,149250,149,49750,"./compiler_symphony.pl,prolog_fact,181,"prime_frequency(13, 220.00).  % A3""
991,99600,149400,149,49800,"./compiler_symphony.pl,prolog_fact,182,"prime_frequency(17, 246.94).  % B3""
992,99700,149550,149,49850,"./compiler_symphony.pl,prolog_fact,183,"prime_frequency(19, 261.63).  % C4""
993,99800,149700,149,49900,"./compiler_symphony.pl,prolog_fact,184,"prime_frequency(23, 293.66).  % D4""
994,99900,149850,149,49950,"./compiler_symphony.pl,prolog_fact,185,"prime_frequency(29, 329.63).  % E4""
995,100000,150000,150,50000,"./compiler_symphony.pl,prolog_fact,186,"prime_frequency(31, 349.23).  % F4""
996,100100,150150,150,50050,"./compiler_symphony.pl,prolog_fact,187,"prime_frequency(37, 392.00).  % G4""
997,100200,150300,150,50100,"./compiler_symphony.pl,prolog_fact,188,"prime_frequency(41, 440.00).  % A4""
998,100300,150450,150,50150,"./compiler_symphony.pl,prolog_fact,189,"prime_frequency(43, 493.88).  % B4""
999,100400,150600,150,50200,"./compiler_symphony.pl,prolog_fact,190,"prime_frequency(47, 523.25).  % C5""
1000,100500,150750,150,50250,"./compiler_symphony.pl,prolog_fact,191,"prime_frequency(53, 587.33).  % D5""
1001,100600,150900,150,50300,"./compiler_symphony.pl,prolog_fact,192,"prime_frequency(_, 261.63).""
